Year,Units,Value
2010,процент,6.703248580322392
2011,процент,6.845508474323473
2012,процент,5.728223612191572
2013,процент,4.766421283974449
2014,процент,4.9899727329014025
2015,процент,5.155362240749481
2016,процент,5.538490654915606
2017,процент,4.557549073815523
2018,процент,5.6
