Year,Units,Value
2010,на 100 тыс.родившихся живыми,22.7
2011,на 100 тыс.родившихся живыми,17.4
2012,на 100 тыс.родившихся живыми,13.5
2013,на 100 тыс.родившихся живыми,13.1
2014,на 100 тыс.родившихся живыми,15.209315082155198
2015,на 100 тыс.родившихся живыми,16.549690445562803
2016,на 100 тыс.родившихся живыми,15.416634548678026
2017,на 100 тыс.родившихся живыми,14.812204234758115
2018,на 100 тыс.родившихся живыми,14.0
