Year,Units,Value
2010,тыс.гектар,30671.7
2011,тыс.гектар,29320.1
2012,тыс.гектар,29320.1
2013,тыс.гектар,29320.1
2014,тыс.гектар,29320.1
2015,тыс.гектар,29320.1
2016,тыс.гектар,29320.1
2017,тыс.гектар,29320.1
2018,тыс.гектар,29320.1
