Year,Units,Value
2010,процент,7.690001499025633
2011,процент,13.97554930634974
2012,процент,17.047665099320813
2013,процент,21.061498838234826
2014,процент,16.631498921694874
2015,процент,17.88771145899596
2016,процент,18.31628830293429
2017,процент,17.423471483923162
2018,процент,18.643383535304466
