Year,Units,Value
2010,тыс.гектаров,12317.8
2011,тыс.гектаров,12452.0
2012,тыс.гектаров,12548.6
2013,тыс.гектаров,12593.9
2014,тыс.гектаров,12627.0
2015,тыс.гектаров,12652.4
2016,тыс.гектаров,12706.8
2017,тыс.гектаров,12903.5
2018,тыс.гектаров,12933.1
2010,тыс.гектаров,380.7
2011,тыс.гектаров,380.7
2012,тыс.гектаров,412.2
2013,тыс.гектаров,412.2
2014,тыс.гектаров,412.2
2015,тыс.гектаров,412.2
2016,тыс.гектаров,412.2
2017,тыс.гектаров,421.8
2018,тыс.гектаров,421.8
