Year,Units,Value
2010,процент,109.56411103244758
2011,процент,110.41075688312824
2012,процент,105.19417128627536
2013,процент,96.30522151258785
2014,процент,105.26528073379808
2015,процент,91.19186018612184
2016,процент,110.87921169858481
2017,процент,130.31106794540523
2018,процент,104.5
