Year,Units,Value
2010,процент,0.1534083148247186
2011,процент,0.15349473890263993
2012,процент,0.16525162547305133
2013,процент,0.17131769493391086
2014,процент,0.1672242147183758
2015,процент,0.16951050174633028
2016,процент,0.1417893749674002
2017,процент,0.13255423046168688
2018,процент,0.0
