Year,Units,Value
2010,процент,16.577324180949866
2011,процент,21.550987704507566
2012,процент,23.062831092176925
2013,процент,18.597962891574614
2014,процент,21.010044363439718
2015,процент,20.160494700435947
2016,процент,14.803309087674403
2017,процент,16.149007570341748
